concept,betweenness,weighted_degree
surplus_value,0.04942842402170458,2023
capital,0.03529642274203557,637
division_of_labour,0.03270649520752399,133
class_struggle,0.03041757637752025,717
means_of_production,0.02889102908922704,390
productive_forces,0.024955557389340292,92
money,0.024338441725124206,289
commodity,0.022983940097480286,612
fixed_capital,0.022703776611501716,571
materialism,0.021487597258499417,181
capitalist_mode_of_production,0.02144920758853031,139
dialectical_materialism,0.020203591433117497,108
labour,0.019784409589363557,398
communism,0.01917186736257554,57
bourgeoisie,0.018775233109366428,86
dictatorship_of_the_proletariat,0.018681768755852944,338
competition,0.018080582646881588,84
constant_capital,0.018022067416189624,1456
labour_power,0.017494874174892174,516
alienation,0.01737933580467254,80
money_capital,0.017125483598502963,370
capital_accumulation_crisis,0.01709842608610768,197
rate_of_profit,0.016655179934043907,932
proletariat,0.01608132745319275,63
rent,0.01601848052785618,520
value,0.01438719947734595,927
state,0.013580005713742394,24
capitalist_production,0.013459692984708794,74
wage_labour,0.013365017763337756,63
imperialism,0.0133142218634488,312
historical_materialism,0.01304983271606131,159
profit,0.012973024227320785,660
private_property,0.012919491275346967,57
variable_capital,0.01243740595550658,1290
reform_vs_revolution,0.012320057145009106,41
socialism,0.012186156882283606,82
soviet_power,0.011608195607536585,376
democracy,0.01124402389837782,29
opportunism,0.01101034152951218,43
marxism,0.0109129683924963,32
commodity_capital,0.010556769351870452,287
peasantry_as_revolutionary_base,0.009935010700060816,161
productive_capital,0.009617127089168257,215
circulating_capital,0.009428341129118572,464
slavery,0.009355530746971798,16
mode_of_production,0.00901781227030863,50
exchange_value,0.008267369324021683,317
use_value,0.008244485857632388,433
revolutionary_agency,0.008219453282920034,197
wages,0.008172563259196535,316
idealism,0.007987536923756927,131
surplus_profit,0.007922125039859533,104
industrial_capital,0.0077025858013587845,126
revenue,0.007415271643631669,81
working_class,0.007411598365755046,23
means_of_subsistence,0.00714529985294394,56
degenerated_workers_state,0.0071038746447645495,53
machism,0.006912085315325842,25
commodity_production,0.006069496183841225,29
vanguard_party,0.006017747778477147,218
general_rate_of_profit,0.005917595021615764,78
capitalism,0.005666706592574582,34
bourgeois_democracy,0.005653299936166071,27
state_capitalism,0.005619444048543798,37
reproduction,0.005544226124742402,56
consciousness,0.005539675745782432,15
base_superstructure,0.0054968346394093474,137
productive_labour,0.00549604446951343,168
merchant_capital,0.00543257063839633,77
productivity_of_labour,0.005417127490166297,144
revolutionary_war,0.005136852765579827,18
bureaucracy,0.005076523612671399,42
monopoly,0.0050199914421976445,37
unproductive_labour,0.004966248680771301,114
organic_composition_of_capital,0.004833665432435724,134
price_of_production,0.004761743037468902,193
empirio_criticism,0.0047447625026927915,35
federalism,0.004619360966926886,11
productivity,0.004500376571966824,41
productive_power_of_labour,0.004453959909834569,22
price,0.0044192525159026845,156
law_of_value,0.004416593785711243,50
labour_process,0.004382821023395769,102
over_production,0.004202972810848502,22
law,0.004188933199581485,7
differential_rent,0.00417346911123011,141
contradiction,0.0041534108526293835,15
military_communism,0.0041063589122833834,5
petty_bourgeoisie,0.0040887821216787626,24
social_capital,0.004083423179387628,34
labour_time,0.00398438523167484,143
bourgeois_society,0.0039619661792504365,11
machinery,0.0038838746982510193,54
commodities,0.0038435937239775135,43
interest,0.003819636059676086,130
commodity_value,0.003811856210004631,44
manufacture,0.0036856695777201243,37
raw_materials,0.0036347395744482547,41
centralized_state,0.0035968705703429177,3
gold,0.003594148733134093,45
credit_system,0.0035905773863980097,26
property,0.003539874248804337,12
average_profit,0.003532781945552177,48
proletarian_revolution,0.0033990429679954873,43
capitalist,0.0033431923724665524,37
interest_rate,0.003184225287773897,57
landed_property,0.0031525545698209236,46
spontaneity,0.0031300612027052774,46
matter,0.0031229871018236825,15
centralisation,0.0031087069220708356,18
market_value,0.0030644933798298344,119
raw_material,0.0030446376545672535,62
wage_labor,0.003035934014784456,5
accumulation_of_capital,0.002993033124766514,33
bourgeois,0.002978007249193108,6
insurrection,0.0029632934326415013,10
productive_powers_of_labour,0.0028179394319536965,11
division_of_labor,0.0028129591097648524,20
ground_rent,0.002745756045060604,87
overproduction,0.002692630160149408,13
surplus_product,0.0026743666399996913,77
simple_reproduction,0.0026655741545965504,86
social_democracy,0.0026638307281106736,16
natural_fertility,0.0026392978258777634,10
collectivization,0.0025828365546250623,18
prostitution,0.00257262331740743,5
local_autonomy,0.0025708664610559115,8
religion,0.0025708664610559115,4
five_year_plan,0.0025708664610559115,3
positivism,0.00255673169375127,18
value_of_labour,0.002547066203660541,29
money_form,0.0024891118194744874,51
finance_capital,0.0024541718643291592,34
practice_and_knowledge,0.00243506712641709,22
working_day,0.002426996895296212,57
natural_price,0.0024257185944395344,50
credit,0.002421173407871109,34
bourgeois_revolution,0.0024173788057690643,26
polygyny,0.002381524676977654,8
cooperatives,0.0023451038844146126,8
subjective_idealism,0.002340674244166339,17
commodity_circulation,0.0023360164611605553,20
rent_of_land,0.0023239955671152056,12
centralism,0.0023196159562636895,22
simple_commodity_circulation,0.002308718299889281,5
cost_prices,0.0022944975369456676,20
national_self_determination,0.00222543046625713,107
equality,0.0022197552545682414,5
peasantry,0.002175599165068322,20
market,0.0021579997446461844,19
market_price,0.002154108598728608,79
circulation,0.002108517522264822,63
proletarian_internationalism,0.002103760428071575,130
leninism_as_doctrine,0.0021006718361116987,15
real_wages,0.0020963937863136372,10
slave_labor,0.0020720868456431778,5
rate_of_interest,0.002061281417971471,63
planned_economy,0.0020607079399942367,10
relative_surplus_population,0.0020593284533720075,10
administrative_centralism,0.0020593284533720075,5
left_opposition,0.0020593284533720075,5
instrument_of_production,0.002058742834588168,6
intensification_of_labour,0.0020578644064124085,5
bolshevism,0.0020460531428157028,13
supply_and_demand,0.002023324706997588,28
labour_productivity,0.002019752382862309,40
subjectivism,0.0020192826895799624,20
economic_construction,0.0020063426263474955,13
exchange,0.00200266983229965,34
concentration_of_production,0.001983983178440298,18
productive_labor,0.001981798536044261,10
turnover_time,0.0019637133222027404,29
revolution,0.0019579970070766344,13
cost_price,0.0019574519017487696,201
privilege,0.0019395786224421076,14
intensity_of_labour,0.0019337996291974046,30
rate_of_rent,0.0019331709522468167,25
regulating_price_of_production,0.0019284574270966401,10
petty_bourgeois,0.0019262848981359698,14
reproduction_of_capital,0.001907477287162623,10
egoism,0.001901188867312098,8
accumulation,0.0018829982261927697,135
social_labour,0.0018200625574675455,28
state_property,0.0017989408701621756,9
usury,0.0017924855845275406,12
wealth,0.001746617749732089,42
absolute_rent,0.0017447359278864915,121
living_labour,0.0017350343421440408,105
social_division_of_labour,0.0017310112166349623,13
combined_uneven_development,0.0017294092567907377,19
social_relations,0.0017292464783479667,7
truth,0.0017160582429113812,5
group_marriage,0.0016697295222253706,7
production_process,0.0016433719117823328,21
turnover,0.0016380667485828074,80
productive_class,0.0016273286597845121,12
instrument_of_labour,0.0015847024844737197,75
commercial_credit,0.0015835205986914457,8
ego,0.0015823020615142193,6
principal_contradiction,0.0015817818944812926,23
common_property,0.0015661186792819437,9
productiveness_of_labour,0.0015568540294316042,18
scientific_socialism,0.0015452972029824357,7
stakhanov_movement,0.0015451551611608252,4
american_efficiency,0.0015448623517689052,4
metamorphosis,0.0015445695423769855,7
industrial_production,0.0015443743361157056,5
market_prices,0.0015442767329850657,2
experience,0.0015442767329850657,8
land,0.0015429041354519562,51
value_of_money,0.0015392130910861371,5
aggregate_process,0.0015147336395118435,7
money_rent,0.0014896328311856035,30
revisionism,0.0014789138149008012,13
productive_power,0.0014378254236822336,19
commercial_capital,0.001435866983773971,51
democratic_republic,0.0014023946746957456,15
class_rule,0.0014002062925298102,6
anarchism,0.0013741830443212862,11
advanced_capital,0.001366920840574684,46
bourgeois_democratic_revolution,0.0013550393638181138,17
social_labor,0.0013451842432950028,24
reproduction_process,0.0013428081390552233,37
speculation,0.001342513018479414,16
bureaucratic_collectivism,0.0013117947377637989,5
cost_of_production,0.001297636638338963,8
money_circulation,0.0012950365907330118,18
commodity_prices,0.0012931356615170015,8
value_of_labor,0.0012874828962713945,7
industry,0.0012854332305279558,2
social_revolution,0.0012364460988967827,9
ruling_class,0.001235696191392513,5
compulsory_labor,0.001221349864725774,5
consumable_product,0.0012056446142717355,8
cooperative_labour,0.001201592141308209,4
hegeliann_philosophy,0.0012012993319163263,3
total_capital,0.0011838197279690516,150
science,0.0011772249101226905,6
circulation_time,0.0011551560025354457,18
economic_plan,0.0011534795312543853,6
human_labour,0.0011471236440910716,11
liberalism,0.0011460155939643376,9
necessary_labour,0.0011434862289355899,52
circulation_period,0.0011283934779450402,35
agnosticism,0.001125786284454088,28
professional_revolutionary,0.0011049828617103387,3
parliamentarism,0.00109158300131017,9
capitalist_class,0.001086481470245407,28
distribution_value,0.0010708516307742593,7
exploitation,0.001059964791719447,5
dual_power,0.0010483071147898773,20
thing_in_itself,0.0010460174670764164,8
consumption,0.0010446560488870352,26
velocity_of_money,0.0010416798008255409,11
money_as_capital,0.0010383275925534394,10
circulation_costs,0.0010370880081124055,8
relative_value,0.0010355212054521676,64
kantianism,0.0010334557877246914,5
capitalist_development,0.0010303962501658033,4
history,0.0010303962501658033,5
sensation,0.0010303962501658033,3
absolute_equalitarianism,0.0010303962501658033,4
legal_relations,0.0010303962501658033,3
social_reproduction,0.0010303962501658033,4
private_enterprise,0.0010301034407738834,3
inflation,0.0010301034407738834,4
sensationalism,0.0010301034407738834,6
turnover_cycle,0.0010301034407738834,3
putschism,0.0010301034407738834,4
communist_society,0.0010301034407738834,3
hetaerism,0.0010301034407738834,3
forces_of_production,0.0010301034407738834,5
wages_profit_and_rent,0.0010301034407738834,4
individual_average_production_price,0.0010301034407738834,4
currency,0.0010301034407738834,14
capitalist_state,0.0010291777467037414,5
continuity,0.0010217661448264019,8
foreign_trade,0.0010038738536363879,21
labour_fund,0.000997697520717511,12
freedom,0.000992990502810104,8
feudal_system,0.000992830779802803,5
relations_of_production,0.0009678822875564988,18
engels,0.0009675046085118732,20
national_question,0.0009581102946795892,8
circuit_of_capital,0.0009414792888089256,27
social_labour_time,0.0009346752570685877,7
self_consciousness,0.0009089310052613431,14
force,0.0008958779311905061,6
peasant_dictatorship,0.0008956712249681899,3
wage_labourer,0.0008877909595055297,6
private_ownership_of_land,0.0008869813388544466,12
industrial_proletariat,0.0008762122236650361,6
revolutionary_social_democracy,0.0008687307092041701,9
provisional_government,0.0008614565099244528,6
socialised_production,0.0008449786656737555,15
socialist_revolution,0.0008237951813763244,19
demand,0.0008207325153568099,43
crisis,0.0007911471961949334,15
profits,0.0007828117135490153,21
rentier_state,0.0007722847711884928,4
empiricism,0.0007721383664925327,2
new_economic_policy,0.0007705878657764727,5
capital_turnover,0.0007568811841377139,44
capitalist_economy,0.0007518515049257345,3
mass_strike,0.000747704071140455,108
metaphysics,0.0007423326123790825,15
individual_capital,0.0007390534080843275,15
value_form,0.0007204974193650535,28
pre_existing_labour,0.0007131436902662979,13
trade_union_consciousness,0.0007120276815881231,85
abstract_labour,0.0006955435720136595,24
land_rent,0.0006949968726284635,14
depreciation,0.000694463418713279,22
democratic_dictatorship,0.0006936455858980193,12
circulation_of_capital,0.000692950026394095,9
communal_property,0.0006923474046167525,3
fichteanism,0.0006883970423258167,5
accumulated_labour,0.000686437500966789,14
turnover_periods,0.0006855557873241024,5
piece_wage,0.0006845922121911479,5
skilled_labour,0.0006668621384550077,11
labour_value,0.0006666973291390068,7
land_value,0.0006653042529248391,13
aggregate_social_capital,0.0006568957495085609,6
social_product,0.000655340892841849,11
autocracy,0.0006533802205487915,7
absolutism,0.000647512374476271,6
labour_theory_of_value,0.0006450057017491148,7
demand_for_capital,0.0006442647270385985,7
guilds,0.0006399868278522171,5
commodity_fetishism,0.0006386915217083277,21
communist_party,0.0006320395327301502,17
enlarged_reproduction,0.0006276642316007697,24
proceeds_of_labor,0.000621895603652525,4
political_economy,0.0006188127348636238,7
labour_aristocracy,0.0006170711509992904,14
provisional_revolutionary_government,0.0006160401534757502,10
naive_realism,0.0005974593419218997,6
world_market,0.0005939142034534275,13
average_price,0.0005923537448051303,19
circulation_process,0.0005904012408202193,15
monopolies,0.0005871969563125013,5
circulation_of_money,0.0005842475467773172,13
interest_bearing_capital,0.000582368863852549,32
surplus_labour,0.000581765641617599,33
monopoly_price,0.0005718965224519715,8
time_of_production,0.0005703166266792277,3
unproductive_classes,0.0005659984922532145,6
bourgeois_state,0.0005575510892948106,10
socialism_in_one_country,0.0005510319165118286,37
velocity_of_turnover,0.0005507883062579502,3
working_period,0.0005494999846243155,33
capital_accumulation,0.0005469253195364798,22
centralisation_of_capital,0.0005455503058756245,6
cooperative_manufacture,0.0005447392576323412,3
value_of_capital,0.0005436201494793601,11
instruments_of_labour,0.0005410870009680543,22
free_trade,0.0005394814925953816,6
humanism,0.0005383087867605039,15
materialist_theory_of_knowledge,0.000536664475557043,6
average_rate_of_profit,0.0005341537741479914,7
money_market,0.0005332488091633285,14
profit_rate,0.0005309792746671379,13
individual_cost_price,0.0005306024081152483,4
cultural_development,0.0005288613277762577,3
voluntaristic_idealism,0.0005259369278036417,3
physiocrats,0.0005256784426496108,3
capital_as_social_relation,0.0005249439131272734,4
idealist,0.0005238621400897127,6
labour_as_commodity,0.0005207892533467747,3
equivalent_form,0.0005207626566157854,17
exchangeable_value,0.0005169895492098555,10
democratic_revolution,0.0005162326429574192,4
department_ii,0.0005162204832785253,42
fictitious_capital,0.0005156725733541461,6
left_opportunism,0.0005154421329095014,7
development,0.0005153445297788616,7
circle_mentality,0.0005153445297788616,3
necessary_given_conditions,0.0005153445297788616,2
community_of_women,0.0005153445297788616,2
narodnikism,0.0005153445297788616,3
nationalization_of_land,0.0005153445297788616,3
state_ownership,0.0005153445297788616,3
family,0.0005153445297788616,12
mother_right,0.0005153445297788616,2
terrorism,0.0005153445297788616,4
parliamentary_period,0.0005153445297788616,2
physical_realism,0.0005153445297788616,3
universal_labour,0.0005153445297788616,2
latent_money_capital,0.0005153445297788616,2
money_of_account,0.0005153445297788616,5
indirect_production,0.0005153445297788616,2
immaterial_products,0.0005153445297788616,3
state_distribution,0.0005153445297788616,3
secret_ballot,0.0005153445297788616,3
disarmament,0.0005153445297788616,3
free_selling_and_buying,0.0005153445297788616,3
negation_of_the_negation,0.0005153445297788616,2
grain_rent,0.0005153445297788616,8
working_capital,0.0005153445297788616,2
war_communism,0.0005153445297788616,2
capitalist_society,0.0005153445297788616,2
industrial_reserve,0.0005153445297788616,2
proletarian_democracy,0.0005153445297788616,9
philosophy,0.0005153445297788616,3
necessary_labor,0.0005153445297788616,2
crop_rotation,0.0005153445297788616,2
ultra_imperialism,0.0005153445297788616,4
revolutionary_violence,0.0005153445297788616,2
state_apparatus,0.0005153445297788616,4
value_creating_process,0.0005153445297788616,3
international_economy,0.0005153445297788616,2
war_department,0.0005153445297788616,3
co_operation,0.0005153445297788616,10
floating_capital,0.0005153445297788616,4
parliamentary_power,0.0005153445297788616,2
berkeleian,0.0005153445297788616,2
differential_rent_i,0.0005153445297788616,8
bank_note_circulation,0.0005153445297788616,4
reflection,0.0005153445297788616,4
revolutionary_theory,0.0005153445297788616,2
agitation,0.0005153445297788616,2
social_productive_power,0.0005153445297788616,2
petty_bourgeois_socialism,0.0005153445297788616,4
nationalization,0.0005153445297788615,2
absolute_truth,0.0005153445297788615,3
proletarians,0.0005153445297788615,2
fixed_and_circulating_capital,0.0005153445297788615,3
transformation,0.0005153445297788615,2
mass_mobilization,0.0005151981250829016,3
chemical_industry,0.0005151981250829016,3
differential_rent_I,0.0005149053156909818,6
piecework_payment,0.000509525304372796,2
composition_of_capital,0.0005075938208377918,26
peculiarity,0.0005042843444744981,8
transition,0.0005042842694192426,6
commodity_capitalist_relations,0.0005039600549935516,2
class_character,0.0005025141402076311,2
auxiliary_materials,0.000501278434688566,17
linen,0.0004995354618993233,2
rate_of_surplus_value,0.0004924619677777259,174
capital_gain,0.00048789307095931436,12
leninism_as_doctorine,0.0004863097039483176,3
effective_demand,0.00048525954704796117,8
agrarian_question,0.0004849331024547065,8
bourgeois_mode_of_production,0.0004837308007828797,4
pauperism,0.0004834683292820176,3
individual_consumption,0.00048089249143672407,10
fair_distribution,0.00047651430053693083,4
bureaucratic_conservatism,0.0004734163569158976,3
consumption_fund,0.00047209433355201684,5
nature,0.0004616725771682034,13
prices_of_production,0.00045842592220539814,27
capitalist_process_of_production,0.00045637656335235867,4
stalinism,0.0004548625569968025,7
proudhonism,0.00044680188310069026,8
new_democracy,0.0004422365814631029,5
factory,0.0004374639173478855,18
economic_territory,0.0004300515578195684,3
annual_product,0.0004264647050255164,17
additional_capital,0.00042435846556592837,9
production_price,0.00041667649657072485,10
unproductive_expenses,0.00041137546325886796,4
industrial_profit,0.00040703689157406024,38
capital_value,0.00039857526753782276,42
use_values,0.0003967347470565773,7
individual_value,0.00039198650994336535,62
ordinary_price,0.00039133570273925544,2
medium_of_circulation,0.00038544728151967695,6
exploitation_rate,0.0003759850061205113,4
domestic_industries,0.00037094845189334096,4
intensity_of_labor_exploitation,0.0003689728118079554,3
commodity_supply,0.0003572358717753002,11
counter_revolution,0.00035599984562336985,10
loan_capital,0.00034719407987016733,43
general_strike,0.00033947808669475727,3
future_labour,0.00033911751176352397,2
empirio_monism,0.0003335989147364719,7
nervous_system,0.0003330906142947253,2
class_consciousness,0.0003278775607627879,2
industrial_consumption,0.0003262807704180467,12
simple_circulation_of_commodities,0.00031939883423761034,6
labour_intensity,0.00031747288261150803,4
prices,0.0003148308585144055,11
production,0.00031397104914694,16
state_power,0.00031140770470030097,4
concrete_labour,0.00030840798320891957,10
mass_of_value,0.00030787116899464606,4
permanent_revolution,0.00030685621903072264,56
class,0.00030683560116718026,3
commodity_form,0.00030521462146145066,13
fideism,0.0003030457331923523,15
wage_slaves,0.000300663179055193,3
output,0.0002954853189908928,3
capital_composition,0.0002944608548168161,28
accumulation_fund,0.0002919700383191581,9
labourer,0.0002914604449065803,8
general_price_of_production,0.0002887103301027053,17
a_priori_knowledge,0.00027687328317310233,2
commodity_product,0.00027590037381162893,13
non_agricultural_population,0.00027562244121061313,7
money_dealing_capital,0.00027118009351254947,9
merchants_capital,0.00026563884655860794,5
continuity_of_labour,0.00026460062324270005,3
labor_theory_of_value,0.0002638613686369258,4
wage_scale,0.00026366674249703165,3
labour_added,0.00026266949542557875,8
division_of_social_labour,0.000260745177764164,5
national_democratic_revolution,0.0002598885243709282,2
costs_of_production,0.0002586744850117188,5
differential_rent_II,0.00025776986802007073,4
commodity_values,0.0002576722648894308,2
