concept,betweenness,weighted_degree
instrument_specialisation,0.0,2
instrument_differentiation,0.0,2
animal_spirits,0.0,1
capitalist_cooperation,0.0,0
national_liberation,0.0,3
inner_party_education,0.0,1
petty_bourgeois_ideology,0.0,2
lumpen_proletarian,0.0,2
party_organization,0.0,2
principle_of_ability_and_work,0.0,2
abolition_of_capitalism,0.0,1
handicraft_and_small_peasant_economy,0.0,1
individualism,0.0,1
supreme_party_conference,0.0,2
central_committee,0.0,2
workers_and_peasants_inspection,0.0,1
general_law_of_value,0.0,0
cultured_trader,0.0,0
equivalent,0.0,4
embodied_value,0.0,0
human_labour_power,0.0,1
equivalent_form_of_value,0.0,10
first_form_of_value,0.0,3
relative_value_form,0.0,1
primitive_form,0.0,2
simple_form_of_value,0.0,1
money_form_of_commodities,0.0,1
abstract_human_labour,0.0,6
second_form_of_value,0.0,5
mutual_assistance,0.0,2
cultural_revolution,0.0,2
accessory,0.0,5
principal_substance,0.0,5
social_conditions,0.0,2
surplus_population,0.0,2
slave_labour,0.0,2
value_transfer,0.0,3
universal_equivalent_form,0.0,10
circulation_of_commodities,0.0,4
c_m_c_circuit,0.0,19
m_c_m_circuit,0.0,20
general_conditions_of_production,0.0,0
quantity_of_circulating_commodities,0.0,4
non_proletarian_ideas,0.0,0
free_labourer,0.0,5
circulation_of_money_as_capital,0.0,0
material_force_of_theory,0.0,0
quantitative_to_qualitative_change,0.0,0
intermediate_class,0.0,3
democracy_in_the_red_army,0.0,1
mass_base,0.0,0
guerrilla_uprisings,0.0,1
peasant_associations,0.0,0
rural_proletariat,0.0,0
petty_bourgeois_individualism,0.0,1
marxist_leninist_basis,0.0,0
military_affairs,0.0,0
circulating_money,0.0,4
redundancy_of_labour,0.0,0
slaves_of_labour,0.0,1
industrial_pathology,0.0,0
authority,0.0,1
agricultural_proletariat,0.0,1
reproduction_and_circulation_of_social_capital,0.0,0
colonisation,0.0,2
middleman,0.0,0
variable_and_constant_capital,0.0,0
law_of_diminishing_returns,0.0,0
child_labor,0.0,0
industrial_concentration,0.0,1
factory_system,0.0,0
commodity_money_transformation,0.0,0
money_commodity_transformation,0.0,7
agricultural_revolution,0.0,0
ricardian_theory_of_value,0.0,1
phlogiston,0.0,0
capitalist_character_of_production_process,0.0,0
absolute_depopulation,0.0,1
freedom_of_labour,0.0,0
truck_system,0.0,1
reserve_army,0.0,0
land_nationalisation,0.0,0
socialisation,0.0,0
class_relation,0.0,2
movable_capital,0.0,0
ownership_titles,0.0,1
money_reserve_fund,0.0,0
farmer_capital,0.0,1
romantic_school,0.0,0
sinking_fund,0.0,1
replacement,0.0,0
reproduction_term,0.0,1
original_advances,0.0,3
metamorphoses_of_capital,0.0,1
reserve_fund,0.0,10
circuit_of_productive_capital,0.0,1
instruments_of_production,0.0,5
functional_form,0.0,0
functional_form_of_capital,0.0,1
general_circulation_of_commodities,0.0,1
natural_economy,0.0,0
exchange_economy,0.0,0
auxiliary_material,0.0,1
time_of_circulation,0.0,1
circular_process,0.0,1
unproductive_costs,0.0,0
book_keeping,0.0,1
money_economy,0.0,1
industrial_classes,0.0,1
old_modes_of_production,0.0,1
seasonal_work,0.0,1
free_labouring_poor,0.0,1
skilled_vs_unskilled_labour,0.0,0
price_formation,0.0,0
reproduction_of_wealth,0.0,1
employment,0.0,4
squandering_of_labour_power,0.0,4
useless_labour,0.0,3
economy_of_means_of_production,0.0,3
economy_of_labour,0.0,3
primitive_labour,0.0,0
labor_emigration,0.0,0
piece_wages,0.0,3
petty_bourgeois_element,0.0,0
forced_labour,0.0,3
time_wage,0.0,3
technical_revolution,0.0,1
reserve_army_of_labour,0.0,4
historic_mode_of_production,0.0,2
law_of_population,0.0,2
collective_working_organism,0.0,1
moral_depreciation,0.0,1
machinery_productivity,0.0,1
variation_of_work,0.0,0
anarchy_in_production,0.0,1
organic_relation,0.0,1
domestic_industry,0.0,0
bourgeois_economist,0.0,1
transition_to_socialism,0.0,2
threshold_of_socialism,0.0,0
planned_state_organisation,0.0,1
pre_capitalist_relations,0.0,1
socialist_exchange_of_products,0.0,1
transitional_character,0.0,0
public_education,0.0,3
universal_literacy,0.0,1
soviet_government,0.0,0
bourgeois_experts,0.0,0
private_capitalists,0.0,0
socially_necessary_work,0.0,0
power_loom,0.0,0
overpopulation,0.0,0
vulgar_economy,0.0,1
classical_political_economy,0.0,1
bourgeois_production,0.0,1
consumption_of_labour_power,0.0,0
supernumerary_labourers,0.0,0
combined_labour,0.0,2
colonialism,0.0,0
physiocratic_doctrine,0.0,0
labour_power_as_commodity,0.0,1
monetary_crisis,0.0,1
money_form_of_value,0.0,0
labour_money,0.0,0
community,0.0,1
kuomintang,0.0,11
point_by_point_defence,0.0,1
reactionary_doctrine,0.0,0
antagonism,0.0,2
identity_of_opposites,0.0,1
conditional_identity,0.0,2
marxist_theory_of_knowledge,0.0,1
unity_of_opposites,0.0,2
national_assembly,0.0,1
guerrilla_ism,0.0,1
protracted_peoples_war,0.0,3
peoples_war,0.0,0
kinship,0.0,2
economic_struggle,0.0,7
unity_and_struggle,0.0,0
tension_and_relaxation,0.0,0
negation_of_negation,0.0,1
political_struggle,0.0,8
direct_action,0.0,1
class_interests,0.0,0
nationalism,0.0,3
national_identity,0.0,0
national_oppression,0.0,0
social_patriotism,0.0,1
social_patriotic_tendency,0.0,4
red_guards,0.0,0
local_self_government,0.0,4
departmental_autonomy,0.0,0
decentralization,0.0,1
state_centralism,0.0,0
federation_principle,0.0,2
popular_education,0.0,0
public_health,0.0,4
professional_intelligentsia,0.0,0
self_governing_officials,0.0,1
neat_revenue,0.0,6
consumer_goods,0.0,1
expanding_reproduction,0.0,1
bourgeois_democratic_state,0.0,1
national_bourgeoisie,0.0,0
reactionary_forces,0.0,0
lumpen_proletariat,0.0,1
mass_revolutionary_method,0.0,1
encirclement_and_suppression,0.0,1
united_front,0.0,1
positional_warfare,0.0,2
revolutionary,0.0,2
reactionary,0.0,2
military_equalitarianism,0.0,1
concentrated_strength,0.0,1
balance_of_forces,0.0,1
revolutionary_civil_war,0.0,0
li_li_san_line,0.0,1
party_democracy,0.0,0
colonial_world,0.0,2
third_camp,0.0,2
class_relations,0.0,1
class_definition,0.0,0
defense_of_ussr,0.0,0
nazism,0.0,3
bureaucracy_as_class,0.0,0
parasitic_bureaucracy,0.0,2
kolkhoz_aristocracy,0.0,1
capitalist_property,0.0,1
class_nature_of_state,0.0,1
capitalist_development_cycle,0.0,0
methodological_skepticism,0.0,0
aristotelian_logic,0.0,0
formal_logic,0.0,1
revolutionary_centralism,0.0,0
abstentionism,0.0,1
third_international,0.0,2
fourth_international,0.0,2
petty_bourgeois_intellectuals,0.0,3
impressionism,0.0,3
method,0.0,0
organisation_of_revolutionaries,0.0,1
trade_union_organisation,0.0,2
political_consciousness,0.0,2
non_working_time,0.0,1
bourgeois_parliamentary_constitutional_state,0.0,0
particularism,0.0,8
land_nationalization,0.0,0
centralization_of_state,0.0,0
despotism,0.0,1
strategic_retreat,0.0,1
active_defence,0.0,1
local_newspapers,0.0,5
democratic_principles,0.0,0
inequality_of_representation,0.0,0
political_groupings,0.0,0
economic_materialism,0.0,0
property_forms,0.0,0
freedom_of_criticism,0.0,6
propaganda,0.0,1
central_press,0.0,5
revolution_by_the_masses,0.0,1
bureaucratic_revolution,0.0,1
petty_bourgeois_hysteria,0.0,1
marxist_objectivism,0.0,1
petty_bourgeois_faction,0.0,0
defeatism,0.0,0
bloc,0.0,1
scientific_method,0.0,1
confiscation,0.0,1
proletarian_politician,0.0,1
third_period,0.0,0
laws_of_war,0.0,2
correct_methods_of_work,0.0,5
correct_style_of_leadership,0.0,5
guerrilla_warfare,0.0,2
patient_persuasion,0.0,2
commandist_methods,0.0,2
private_ownership,0.0,3
under_production,0.0,3
external_market,0.0,4
profit_motive,0.0,1
national_economy,0.0,1
international_capitalist_economy,0.0,0
legislative_centralism,0.0,1
capital_profit,0.0,7
primitive_communist_foundation,0.0,1
protective_tariffs,0.0,0
realisation_of_surplus_value,0.0,1
reproduction_of_social_capital,0.0,0
elasticity_of_labour_power,0.0,1
extractive_industry,0.0,1
non_capitalist_circles,0.0,1
natural_increase_of_working_class,0.0,3
capitalist_commodity_production,0.0,1
cash_reserves,0.0,1
reproduction_of_total_capital,0.0,1
internal_market,0.0,2
clan_communism,0.0,2
neo_mercantilism,0.0,0
political_ripeness,0.0,0
socialist_economic_reform,0.0,2
socialist_democracy,0.0,3
lumpenproletariat,0.0,0
popular_representation,0.0,0
constituent_assembly,0.0,3
simple_labour,0.0,3
rural_communal_ownership,0.0,1
reactionary_utopianism,0.0,0
class_conscious_proletariat,0.0,0
laws_of_revolutionary_war,0.0,0
agricultural_research_schools,0.0,1
small_experimental_farms,0.0,1
irrigation,0.0,0
draught_oxen_cooperatives,0.0,0
ploughing_teams,0.0,1
mutual_aid_groups,0.0,1
co_operatives,0.0,0
bureaucratic_methods,0.0,2
mass,0.0,1
cooperative_enterprise,0.0,2
state_enterprise,0.0,2
bureaucratic_leadership,0.0,0
mutual_aid_society,0.0,0
capitalist_reproduction,0.0,1
great_revolution,0.0,0
new_stage,0.0,1
old_stage,0.0,1
alliance_policy,0.0,1
isolation_policy,0.0,1
correct_cadre_policy,0.0,1
sectarian_cadre_policy,0.0,1
authoritative_discipline,0.0,2
women_participation_in_production,0.0,1
land_redistribution,0.0,1
proletarian_leadership,0.0,2
guerrilla_tactics,0.0,0
commodity_surplus,0.0,1
reproduction_of_fixed_capital,0.0,1
fixed_capital_renewal,0.0,3
production_of_money,0.0,0
intermediate_pauses,0.0,1
variable_constituent,0.0,3
constant_to_variable_capital_ratio,0.0,3
bureaucratic_centralism,0.0,0
public_welfare,0.0,1
reserve_labor_force,0.0,1
big_capital,0.0,1
mass_unemployment,0.0,1
medieval_particularism,0.0,2
modern_administration,0.0,2
relations_of_value,0.0,0
planned_society,0.0,1
circulation_of_capitals,0.0,2
distribution_of_product,0.0,0
wage_price_relation,0.0,0
natural_equilibrium_between_production_and_demand,0.0,0
capitalist_contradictions,0.0,0
income_on_capitals,0.0,1
national_income,0.0,0
abstract_socially_necessary_labour,0.0,1
concrete_useful_labour,0.0,1
feudal_patriarchal_system,0.0,0
leninism,0.0,4
small_rear_areas,0.0,0
annihilate_enemy,0.0,0
fluid_battle_lines,0.0,1
protracted_war,0.0,2
quick_decision,0.0,2
protracted_campaigns,0.0,2
guerrilla_character,0.0,1
democracy_within_limits,0.0,2
warlord_ways,0.0,2
political_discipline,0.0,1
bandit_ways,0.0,1
propagandist_and_organizer,0.0,1
purely_military_viewpoint,0.0,1
relatively_centralized_command,0.0,0
single_fist_strategy,0.0,0
faulty_social_relations,0.0,2
incidental_expenses_of_production,0.0,2
publisher,0.0,3
writer,0.0,3
conditions_of_production,0.0,2
replacement_in_kind,0.0,2
mining,0.0,2
productive_labourers,0.0,0
social_manufacture,0.0,3
immaterial_commodities,0.0,1
productive_vs_unproductive_labour,0.0,1
social_form,0.0,1
turnover_of_fixed_capital,0.0,2
mercantile_system,0.0,0
artificial_needs,0.0,1
public_debts,0.0,1
exported_commodity,0.0,0
immaterial_labour,0.0,6
material_labour,0.0,6
consumable_products,0.0,2
consumption_system,0.0,1
simple_commodity_production,0.0,1
credit_theory,0.0,1
abstract_to_concrete,0.0,0
presentation_vs_inquiry,0.0,0
unproductive_class,0.0,0
sovereign_distribution_of_property,0.0,0
labour_as_source_of_wealth,0.0,1
value_of_land,0.0,1
advances_to_production,0.0,1
essential_class,0.0,2
capital_in_circulation,0.0,1
dead_stock_of_money,0.0,0
exchange_of_equivalents,0.0,0
extensive_commerce,0.0,0
real_circulation_of_commodities,0.0,1
national_capital,0.0,1
non_productive_class,0.0,2
indirect_means_of_production,0.0,0
overconsumption,0.0,4
unproductive_labourers,0.0,1
reflux_of_money,0.0,0
real_revenue,0.0,2
second_revolution,0.0,0
productive_worker,0.0,0
immaterial_values,0.0,1
material_goods,0.0,1
internal_goods,0.0,1
division_of_intellectual_labour,0.0,1
productive_means,0.0,1
direct_production,0.0,1
stock_of_goods,0.0,1
machines,0.0,0
law_of_conservation_and_transformation_of_energy,0.0,1
law_of_economy_of_forces,0.0,1
bureaucratic_socialism,0.0,0
utilitarianism,0.0,1
sympathy,0.0,1
theism,0.0,0
pure_experience,0.0,2
subjective_idealist_theory_of_knowledge,0.0,2
epicureanism,0.0,3
natural_productivity_of_labour,0.0,3
investment_capital,0.0,1
bank_money,0.0,0
crisis_theory,0.0,3
production_for_direct_use_value,0.0,1
capitalist_system_of_production,0.0,1
social_form_of_wealth,0.0,1
gold_drain,0.0,1
necessary_price,0.0,1
guild_system,0.0,0
primitive_communism,0.0,1
constant_portion_of_capital,0.0,3
land_area,0.0,2
value_determination,0.0,1
land_as_capital,0.0,1
general_regulating_production_price,0.0,2
rent_per_acre,0.0,2
metal_barrier,0.0,1
rate_of_profit_decline,0.0,3
transformation_problem,0.0,3
revolutionary_marxism,0.0,2
internal_contradictions_of_capitalism,0.0,0
trinitarian_formula,0.0,0
vulgar_political_economy,0.0,1
class_roots,0.0,0
nature_assistance_to_man,0.0,0
physiocracy,0.0,0
bourgeois_political_economy,0.0,2
class_essence,0.0,2
wages_and_profit,0.0,11
economy_of_forces,0.0,1
small_landed_property,0.0,0
private_land_ownership,0.0,0
self_managing_peasant_proprietorship,0.0,0
rentless_soil,0.0,1
principal_coordination,0.0,0
energeticist_philosophy,0.0,1
metaphysical_materialism,0.0,2
immanentist,0.0,1
reactionary_philosophy,0.0,1
neo_mechanism,0.0,2
neo_mechanist_school,0.0,0
conceptualism,0.0,0
mechanical_theory_of_universe,0.0,1
large_landed_property,0.0,1
worker,0.0,3
landowner,0.0,3
interest_on_capital,0.0,1
natural_price_of_commodities,0.0,0
corn_rent,0.0,6
taxes_on_producers,0.0,1
taxes_on_consumers,0.0,1
agricultural_rent,0.0,3
effectual_demand,0.0,9
sufficient_price,0.0,10
natural_rate,0.0,5
necessary_means_of_subsistence,0.0,3
property_by_labour,0.0,1
law_of_supply_and_demand,0.0,1
natural_price_of_labour,0.0,0
law_of_values,0.0,2
agricultural_value,0.0,17
andersonian_theory,0.0,1
malthus,0.0,1
comparative_value,0.0,7
wages_profit_rent,0.0,1
rent_rate,0.0,0
values_of_commodities,0.0,5
time_of_reproduction,0.0,3
migration_of_land,0.0,3
capital_as_accumulated_labour,0.0,1
labour_embodied,0.0,0
exchange_relation,0.0,3
invariable_measure_of_value,0.0,1
means_of_employing_labour,0.0,1
labour_as_source_of_value,0.0,0
ricardian_definition_of_value,0.0,1
real_cost_value,0.0,2
money_as_representation_of_value,0.0,4
exchangeability,0.0,1
population_principle,0.0,1
composition_of_constant_capital,0.0,1
value_of_corn,0.0,5
continuous_flow_of_capital,0.0,0
preservation,0.0,2
labour_costs,0.0,2
surplus_of_commodities,0.0,1
over_abundance_of_capital,0.0,2
continuous_accumulation,0.0,1
demand_for_labour,0.0,3
general_glut,0.0,1
unproductive_workers,0.0,1
labour_class,0.0,2
fertile_land,0.0,1
free_wage_labour,0.0,1
non_agricultural_capital,0.0,6
normal_working_day,0.0,1
natural_price_of_labor,0.0,4
absolute_improvement,0.0,0
capitalised_ground_rent,0.0,3
raw_product,0.0,7
manufactured_product,0.0,7
pre_capitalist_mode_of_production,0.0,0
rent_theory,0.0,3
value_of_material,0.0,3
excess_rent,0.0,2
method_of_investigation,0.0,2
faulty_architectonics,0.0,2
agricultural_privilege,0.0,6
large_scale_agriculture,0.0,1
migration_of_labour,0.0,3
commodity_durability,0.0,5
malthusian_population_theory,0.0,0
productive_unproductive_labour,0.0,0
patriarchal_relation,0.0,0
forms_of_exchange,0.0,0
labour_productive_powers,0.0,1
money_as_medium_of_exchange,0.0,0
means_of_circulation,0.0,1
unproductive_labor,0.0,3
simple_circulation,0.0,1
commodity_reproduction,0.0,1
continuous_reproduction,0.0,0
process_of_capital,0.0,0
unproductive_hands,0.0,1
total_rent,0.0,29
organic_composition_of_agricultural_capital,0.0,0
economic_rent,0.0,1
law_of_rent,0.0,0
capital_domination,0.0,1
permanent_price,0.0,3
value_of_product,0.0,1
landlords,0.0,7
natural_reproduction,0.0,2
critical_idealism,0.0,1
apriorism,0.0,2
materialist_view_of_causality,0.0,0
basic_experience,0.0,0
economy_of_thought,0.0,1
modern_positivism,0.0,0
logos,0.0,0
reality,0.0,3
knowledge,0.0,3
marxism_leninism,0.0,1
phenomenalism,0.0,4
freedom_and_necessity,0.0,0
relativism,0.0,1
objective_reality_of_space_and_time,0.0,2
kantian_philosophy,0.0,0
theory_of_knowledge,0.0,0
natural_science,0.0,5
objective_reality_of_time_and_space,0.0,0
total_labour,0.0,1
scientific_labour,0.0,1
conditions_of_labour,0.0,4
annual_turnover,0.0,2
social_nature_of_labour,0.0,0
economy_of_waste,0.0,0
surplus_labor,0.0,4
simple_and_complicated_labor,0.0,2
accumulation_of_wealth,0.0,1
circulating_constituent_parts,0.0,1
wage_advance,0.0,0
annual_labour,0.0,0
surplus_productiveness,0.0,1
surplus_productive_supply,0.0,1
money_capital_reflux,0.0,0
fixed_capital_depreciation,0.0,0
consumption_goods,0.0,2
trading_and_producing,0.0,0
reserve_money_capital,0.0,2
commodity_stores,0.0,1
accumulating_reproduction,0.0,0
annual_reproduction,0.0,0
extended_scale,0.0,2
process_of_circulation,0.0,4
process_of_production,0.0,4
social_consumption_fund,0.0,1
commercial_labour,0.0,0
commercial_profit,0.0,1
fixed_capital_investment,0.0,0
greed_for_wealth,0.0,0
dutch_east_india_company,0.0,2
colonial_economy,0.0,2
mercantile_price,0.0,7
additional_profit,0.0,2
merchant_capital_turnover,0.0,2
labour_power_transfer,0.0,0
mobility_of_capital,0.0,0
average_value,0.0,1
dialectician,0.0,1
demand_and_supply,0.0,2
normal_price_of_labour,0.0,0
surplus_capital,0.0,2
absolute_surplus_value,0.0,3
hours_of_labour,0.0,1
reserve_army_of_labor,0.0,0
propertyless_day_laborers,0.0,1
colonial_oppression,0.0,3
industrial_depression,0.0,1
cartels,0.0,2
combination_of_production,0.0,1
reactionary_bourgeois_philosophy,0.0,1
humism,0.0,5
competition_among_capitals,0.0,1
means_of_transportation,0.0,1
labour_products,0.0,1
lease_duration,0.0,1
dead_stock,0.0,1
draught_animals,0.0,1
working_time,0.0,6
production_capital,0.0,2
social_wealth,0.0,1
variable_component,0.0,1
fixed_capital_turnover,0.0,5
condition_of_domination,0.0,1
political_state,0.0,0
value_principle,0.0,0
bourgeois_character_of_revolution,0.0,1
alliance_proletariat_peasants,0.0,1
bourgeois_dictatorship,0.0,1
revolutionary_marxists,0.0,0
bourgeois_parliamentary_system,0.0,1
dictatorship_of_the_bourgeoisie,0.0,1
proletarian_state,0.0,1
petty_bourgeois_reform,0.0,0
transitional_demands,0.0,1
bourgeois_journalism,0.0,0
trusts,0.0,1
holding_system,0.0,2
capital_concentration,0.0,2
bourgeois_conception,0.0,1
unproductive_capital,0.0,6
advanced_money_capital,0.0,0
social_money_supply,0.0,1
additional_supply_for_production,0.0,1
release_of_money_capital,0.0,1
cartel,0.0,1
free_competition,0.0,0
ultraimperialism,0.0,0
colonial_policy,0.0,7
financial_oligarchy,0.0,1
annexation,0.0,1
inter_imperialism,0.0,1
duration_of_productive_act,0.0,2
imperialist_parasitism,0.0,2
primitive_democracy,0.0,1
socialisation_of_production,0.0,0
capital_ii,0.0,4
law_of_circulation_of_commodities,0.0,0
credit_operations,0.0,1
working_week,0.0,1
capitalist_enterprise,0.0,0
centralisation_of_capitals,0.0,5
value_relations,0.0,0
reserve_funds,0.0,2
currency_of_money,0.0,2
functioning_capital_values,0.0,5
usurer_state,0.0,2
tribute,0.0,0
money_supply,0.0,2
gold_as_money_capital,0.0,1
money_quantity,0.0,4
currency_theory,0.0,0
deposits,0.0,1
liquidity_crisis,0.0,0
specie_payments,0.0,0
monopoly_of_means_of_production,0.0,2
idle_capital,0.0,0
bank_credit,0.0,1
precious_metal,0.0,1
selling_price,0.0,3
competitive_production,0.0,2
positive_right,0.0,0
private_landed_property,0.0,0
lease_money,0.0,5
price_of_land,0.0,9
circulation_mass,0.0,4
advance_of_capital,0.0,2
reflux,0.0,1
circulating_money_mass,0.0,2
deferred_shares,0.0,1
preferred_shares,0.0,1
financial_trusts,0.0,0
commodity_abundance,0.0,1
over_productiveness,0.0,2
surplus_productivity,0.0,2
under_productiveness,0.0,2
total_output,0.0,1
investment_of_capital,0.0,1
rate_of_productiveness,0.0,1
property_in_land,0.0,1
regulating_market_price,0.0,1
functioning_capital,0.0,4
natural_force,0.0,8
natural_water_power,0.0,1
mechanical_developments,0.0,3
debts_are_commodities,0.0,0
economic_relation,0.0,3
soil_fertility,0.0,0
soil_hierarchy,0.0,1
stage_of_development,0.0,1
natural_soil_fertility,0.0,1
intensive_cultivation,0.0,0
agricultural_methods,0.0,1
soil_composition,0.0,1
mechanical_means,0.0,2
chemical_means,0.0,2
differential_rent_ii,0.0,7
unemployed_capital,0.0,0
bank,0.0,1
chemical_composition,0.0,3
shamefaced_materialism,0.0,0
realistic_hypothesis,0.0,0
hieroglyphic_materialism,0.0,1
reduced_sensations,0.0,0
psychical,0.0,0
immanentist_school,0.0,0
natural_rate_of_interest,0.0,2
securities,0.0,2
bankers,0.0,3
loanable_capital,0.0,3
value_money,0.0,1
mercantile_capital,0.0,2
paper_money_capital,0.0,0
mercantile_profit,0.0,1
total_profit,0.0,6
capital_as_commodity,0.0,0
luxury,0.0,10
discounting_of_bills,0.0,1
cash_credit,0.0,0
circulation_of_commercial_capital,0.0,2
crises,0.0,2
law_of_increased_productivity_of_labour,0.0,1
tendency_of_profit_to_fall,0.0,0
division_of_mercantile_capital,0.0,1
law_of_equalisation_of_rate_of_profit,0.0,0
fictitious_demand,0.0,0
self_reproducing_capital,0.0,0
money_multiplier,0.0,0
reserve_capital,0.0,1
additional_circulation,0.0,1
over_exertion,0.0,2
speculative_element,0.0,0
bank_note,0.0,4
money_loans,0.0,0
financial_capital_accumulation,0.0,0
circuit_of_reproduction,0.0,1
bill_of_exchange,0.0,2
capital_is_commodity,0.0,0
bank_notes_are_circulation,0.0,0
abstract_human_labor,0.0,1
imaginary_capital,0.0,0
money_form_of_capital,0.0,2
conservation_of_energy,0.0,0
monism,0.0,0
epistemological_idealism,0.0,1
bourgeois_philosophy,0.0,3
dialecticians,0.0,1
metaphysicians,0.0,1
materialist_theory,0.0,1
non_proletarian_socialism,0.0,1
peasant_war,0.0,1
revolutionary_tactics,0.0,0
working_hypotheses,0.0,0
bullion_is_capital,0.0,1
